0.01,0.997376
0.02,0.993917
0.03,0.989971
0.04,0.985961
0.05,0.981834
0.06,0.977643
0.07,0.973377
0.08,0.969225
0.09,0.964968
0.1,0.960662
0.11,0.956387
0.12,0.952037
0.13,0.947649
0.14,0.943369
0.15,0.939112
0.16,0.934772
0.17,0.930442
0.18,0.926177
0.19,0.921834
0.2,0.917554
0.21,0.913292
0.22,0.909002
0.23,0.904673
0.24,0.900298
0.25,0.896104
0.26,0.891973
0.27,0.887843
0.28,0.883587
0.29,0.883587
0.3,0.875153
0.31,0.87101
0.32,0.866872
0.33,0.86283
0.34,0.858726
0.35,0.854652
0.36,0.850622
0.37,0.846453
0.38,0.842403
0.39,0.838373
0.4,0.834323
0.41,0.830314
0.42,0.826426
0.43,0.822387
0.44,0.818419
0.45,0.814376
0.46,0.810521
0.47,0.806569
0.48,0.802782
0.49,0.798871
0.5,0.795071
0.51,0.791341
0.52,0.787553
0.53,0.783844
0.54,0.780012
0.55,0.776167
0.56,0.772434
0.57,0.768663
0.58,0.768663
0.59,0.764946
0.6,0.757557
0.61,0.753956
0.62,0.750396
0.63,0.746768
0.64,0.743135
0.65,0.739517
0.66,0.735931
0.67,0.732382
0.68,0.728828
0.69,0.725349
0.7,0.721828
0.71,0.718228
0.72,0.714652
0.73,0.711277
0.74,0.707824
0.75,0.704284
0.76,0.70081
0.77,0.697367
0.78,0.693957
0.79,0.690547
0.8,0.687121
0.81,0.683715
0.82,0.680321
0.83,0.67696
0.84,0.673626
0.85,0.670333
0.86,0.667002
0.87,0.663714
0.88,0.660493
0.89,0.657355
0.9,0.654089
0.91,0.65096
0.92,0.647678
0.93,0.644486
0.94,0.641437
0.95,0.638312
0.96,0.635172
0.97,0.632035
0.98,0.628986
0.99,0.625869
1,0.622841
1.01,0.619786
1.02,0.616768
1.03,0.613794
1.04,0.610849
1.05,0.607958
1.06,0.604909
1.07,0.60192
1.08,0.598909
1.09,0.59594
1.1,0.593039
1.11,0.590062
1.12,0.587154
1.13,0.584307
1.14,0.581387
1.15,0.578521
1.16,0.578521
1.17,0.575737
1.18,0.572928
1.19,0.570119
1.2,0.564577
1.21,0.561741
1.22,0.559009
1.23,0.556228
1.24,0.553522
1.25,0.550801
1.26,0.548088
1.27,0.545335
1.28,0.542646
1.29,0.53999
1.3,0.53739
1.31,0.534717
1.32,0.532058
1.33,0.529449
1.34,0.526849
1.35,0.524303
1.36,0.521694
1.37,0.519126
1.38,0.516668
1.39,0.514184
1.4,0.511713
1.41,0.509177
1.42,0.506609
1.43,0.504103
1.44,0.501553
1.45,0.49907
1.46,0.496578
1.47,0.49411
1.48,0.491613
1.49,0.489183
1.5,0.48679
1.51,0.484464
1.52,0.48208
1.53,0.479675
1.54,0.477315
1.55,0.47491
1.56,0.472549
1.57,0.470275
1.58,0.467926
1.59,0.465593
1.6,0.46327
1.61,0.460995
1.62,0.458737
1.63,0.456475
1.64,0.454215
1.65,0.451917
1.66,0.449753
1.67,0.447625
1.68,0.445365
1.69,0.443208
1.7,0.44097
1.71,0.438721
1.72,0.436613
1.73,0.434463
1.74,0.432363
1.75,0.430166
1.76,0.428011
1.77,0.425872
1.78,0.423757
1.79,0.421651
1.8,0.419615
1.81,0.417525
1.82,0.415446
1.83,0.413384
1.84,0.411361
1.85,0.409368
1.86,0.407317
1.87,0.405285
1.88,0.403184
1.89,0.401291
1.9,0.399358
1.91,0.397471
1.92,0.395461
1.93,0.393481
1.94,0.391525
